ID,Sales
T1188617,33833.754
T1188618,49543.74
T1188619,20277.764
T1188620,38322.188
T1188621,37568.6
T1188622,38362.34
T1188623,46661.79
T1188624,21060.332
T1188625,67201.62
T1188626,38193.88
T1188627,38835.945
T1188628,44946.29
T1188629,32550.865
T1188630,38678.215
T1188631,30396.14
T1188632,45296.418
T1188633,42829.035
T1188634,33470.23
T1188635,47673.977
T1188636,29882.604
T1188637,48595.92
T1188638,31744.734
T1188639,81348.08
T1188640,26230.104
T1188641,41513.305
T1188642,44671.777
T1188643,47964.84
T1188644,29561.086
T1188645,30278.486
T1188646,32001.39
T1188647,33313.54
T1188648,44087.43
T1188649,28238.629
T1188650,32034.85
T1188651,34562.668
T1188652,67394.914
T1188653,57464.324
T1188654,45333.277
T1188655,31536.633
T1188656,49024.14
T1188657,49716.664
T1188658,46374.785
T1188659,49144.824
T1188660,29038.39
T1188661,55875.914
T1188662,57547.99
T1188663,37677.562
T1188664,27867.182
T1188665,37776.3
T1188666,49988.98
T1188667,42456.652
T1188668,71733.78
T1188669,69969.73
T1188670,78450.414
T1188671,58397.062
T1188672,69969.73
T1188673,54908.836
T1188674,41857.832
T1188675,49054.094
T1188676,44087.43
T1188677,29601.406
T1188678,52217.508
T1188679,54995.977
T1188680,26120.996
T1188681,26932.36
T1188682,50628.047
T1188683,46937.363
T1188684,26224.604
T1188685,57937.008
T1188686,38214.266
T1188687,45723.336
T1188688,37909.355
T1188689,46256.79
T1188690,40694.56
T1188691,48695.273
T1188692,33873.547
T1188693,54171.254
T1188694,24536.91
T1188695,30509.25
T1188696,46303.008
T1188697,32001.39
T1188698,52533.164
T1188699,52092.332
T1188700,49912.57
T1188701,30551.873
T1188702,61946.812
T1188703,27812.547
T1188704,41772.477
T1188705,54389.58
T1188706,78450.414
T1188707,34642.06
T1188708,24536.91
T1188709,50233.434
T1188710,71733.78
T1188711,46374.785
T1188712,30396.14
T1188713,73854.62
T1188714,39427.617
T1188715,27478.553
T1188716,18716.383
T1188717,52470.895
T1188718,45333.277
T1188719,42456.652
T1188720,22453.025
T1188721,24249.11
T1188722,58397.062
T1188723,74672.516
T1188724,18825.738
T1188725,44969.824
T1188726,47260.766
T1188727,41857.832
T1188728,51836.875
T1188729,40328.26
T1188730,46767.36
T1188731,54908.836
T1188732,32001.39
T1188733,50792.668
T1188734,69969.73
T1188735,21177.928
T1188736,27296.463
T1188737,33313.54
T1188738,19587.51
T1188739,35208.332
T1188740,38335.59
T1188741,34306.082
T1188742,49988.98
T1188743,38214.266
T1188744,43285.074
T1188745,55875.914
T1188746,46102.758
T1188747,40016.824
T1188748,53606.902
T1188749,34435.656
T1188750,29038.39
T1188751,52533.164
T1188752,20765.666
T1188753,59802.426
T1188754,43217.785
T1188755,49144.824
T1188756,37202.625
T1188757,33296.812
T1188758,51112.863
T1188759,57547.99
T1188760,49716.664
T1188761,38024.594
T1188762,65206.332
T1188763,46256.79
T1188764,21809.559
T1188765,49024.14
T1188766,37781.73
T1188767,37776.3
T1188768,28816.803
T1188769,27776.041
T1188770,54908.836
T1188771,49054.094
T1188772,40304.504
T1188773,50941.543
T1188774,46374.785
T1188775,37677.562
T1188776,28273.842
T1188777,21472.594
T1188778,27867.182
T1188779,53606.902
T1188780,46303.008
T1188781,40328.26
T1188782,49274.355
T1188783,30141.332
T1188784,29561.086
T1188785,28561.482
T1188786,54640.1
T1188787,47964.84
T1188788,42829.035
T1188789,25631.03
T1188790,33758.03
T1188791,44863.8
T1188792,30392.686
T1188793,50628.047
T1188794,37781.73
T1188795,44671.777
T1188796,37743.438
T1188797,54785.008
T1188798,43894.836
T1188799,26230.104
T1188800,67394.914
T1188801,30258.344
T1188802,30551.873
T1188803,32001.39
T1188804,32034.85
T1188805,44755.24
T1188806,38282.95
T1188807,30104.191
T1188808,34775.797
T1188809,51569.09
T1188810,28694.664
T1188811,28273.842
T1188812,40016.824
T1188813,28238.629
T1188814,38823.734
T1188815,27777.812
T1188816,44087.43
T1188817,44087.43
T1188818,33313.54
T1188819,54353.848
T1188820,46102.758
T1188821,34562.668
T1188822,45671.812
T1188823,81348.08
T1188824,57821.785
T1188825,47648.297
T1188826,48695.273
T1188827,41513.305
T1188828,43217.785
T1188829,31861.742
T1188830,22583.725
T1188831,57464.324
T1188832,44566.246
T1188833,46339.516
T1188834,27423.3
T1188835,45333.277
T1188836,26930.863
T1188837,43968.215
T1188838,31536.633
T1188839,23460.928
T1188840,29601.406
T1188841,44940.48
T1188842,44087.43
T1188843,34306.082
T1188844,45668.574
T1188845,45296.418
T1188846,32001.39
T1188847,47673.977
T1188848,37202.625
T1188849,31744.734
T1188850,56130.195
T1188851,46721.266
T1188852,48595.92
T1188853,31861.742
T1188854,44230.62
T1188855,43616.613
T1188856,29882.604
T1188857,45859.39
T1188858,45723.336
T1188859,45266.527
T1188860,48373.51
T1188861,41056.88
T1188862,33470.23
T1188863,25629.533
T1188864,46205.02
T1188865,42829.035
T1188866,46683.734
T1188867,37239.598
T1188868,44211.562
T1188869,30172.127
T1188870,30205.902
T1188871,44940.48
T1188872,37568.6
T1188873,43028.793
T1188874,33873.547
T1188875,54696.28
T1188876,38322.188
T1188877,40800.766
T1188878,37647.992
T1188879,28326.273
T1188880,86801.44
T1188881,37952.027
T1188882,106741.65
T1188883,49543.74
T1188884,60163.695
T1188885,43496.008
T1188886,33833.754
T1188887,32853.76
T1188888,37909.355
T1188889,20277.764
T1188890,46316.492
T1188891,30205.902
T1188892,38496.08
T1188893,29601.406
T1188894,70642.68
T1188895,43481.51
T1188896,30317.484
T1188897,38835.945
T1188898,100357.26
T1188899,39405.17
T1188900,38193.88
T1188901,38362.34
T1188902,59437.32
T1188903,67201.62
T1188904,47260.766
T1188905,30509.25
T1188906,37239.598
T1188907,21060.332
T1188908,38512.297
T1188909,59117.797
T1188910,38496.08
T1188911,46444.95
T1188912,66107.95
T1188913,84533.48
T1188914,45333.277
T1188915,27141.363
T1188916,45018.2
T1188917,47599.805
T1188918,28092.912
T1188919,56785.312
T1188920,39801.51
T1188921,52416.977
T1188922,25566.717
T1188923,43948.727
T1188924,43103.68
T1188925,24279.451
T1188926,54389.58
T1188927,54718.707
T1188928,52217.508
T1188929,34865.58
T1188930,53512.723
T1188931,38110.125
T1188932,61946.812
T1188933,32550.865
T1188934,44566.246
T1188935,26932.36
T1188936,43838.445
T1188937,31437.121
T1188938,30104.191
T1188939,43424.637
T1188940,44681.582
T1188941,53287.957
T1188942,39919.473
T1188943,49501.008
T1188944,45881.473
T1188945,71356.67
T1188946,45181.902
T1188947,26224.604
T1188948,21122.225
T1188949,47844.766
T1188950,31728.006
T1188951,51702.69
T1188952,31414.818
T1188953,29599.91
T1188954,39738.168
T1188955,53911.35
T1188956,49912.57
T1188957,44755.24
T1188958,66856.945
T1188959,106150.92
T1188960,53287.957
T1188961,51569.09
T1188962,44087.43
T1188963,59029.816
T1188964,38678.215
T1188965,74932.984
T1188966,30450.162
T1188967,40263.04
T1188968,56416.42
T1188969,49800.16
T1188970,73336.8
T1188971,44554.645
T1188972,26407.3
T1188973,37239.598
T1188974,73379.78
T1188975,68056.31
T1188976,45296.777
T1188977,46937.363
T1188978,21534.871
T1188979,60001.043
T1188980,51919.46
T1188981,37111.29
T1188982,43427.62
T1188983,44946.29
T1188984,38870.406
T1188985,26907.822
T1188986,45315.184
T1188987,47441.203
T1188988,65653.62
T1188989,46311.28
T1188990,46767.36
T1188991,27812.547
T1188992,37586.63
T1188993,37190.51
T1188994,34422.582
T1188995,25343.229
T1188996,54891.4
T1188997,45333.277
T1188998,53341.332
T1188999,29249.371
T1189000,26120.996
T1189001,45397.395
T1189002,28833.674
T1189003,69195.05
T1189004,62561.13
T1189005,21534.871
T1189006,28087.803
T1189007,31861.742
T1189008,54171.254
T1189009,28238.629
T1189010,33027.234
T1189011,74919.48
T1189012,68760.14
T1189013,29321.717
T1189014,36048.266
T1189015,33739.81
T1189016,68875.7
T1189017,43217.785
T1189018,37463.96
T1189019,38335.59
T1189020,47200.848
T1189021,50701.953
T1189022,37568.6
T1189023,35208.332
T1189024,36762.47
T1189025,28816.803
T1189026,66932.086
T1189027,39261.7
T1189028,54995.977
T1189029,20976.982
T1189030,37463.96
T1189031,45181.902
T1189032,27783.312
T1189033,34642.06
T1189034,65681.23
T1189035,29817.887
T1189036,46486.58
T1189037,28561.482
T1189038,37202.625
T1189039,40694.56
T1189040,30317.484
T1189041,51012.31
T1189042,54655.7
T1189043,46941.633
T1189044,41772.477
T1189045,57937.008
T1189046,30278.486
T1189047,52634.98
T1189048,39405.17
T1189049,47673.977
T1189050,34562.668
T1189051,45018.2
T1189052,47394.133
T1189053,38678.215
T1189054,69969.73
T1189055,57733.06
T1189056,47032.69
T1189057,41513.305
T1189058,66898.336
T1189059,46661.79
T1189060,37328.1
T1189061,64513.65
T1189062,39932.66
T1189063,67741.7
T1189064,39843.137
T1189065,46721.266
T1189066,42430.207
T1189067,34642.06
T1189068,38010.426
T1189069,33470.23
T1189070,53606.902
T1189071,34435.656
T1189072,39405.17
T1189073,54908.836
T1189074,21060.332
T1189075,43028.793
T1189076,59802.426
T1189077,30392.686
T1189078,38362.34
T1189079,47673.977
T1189080,33470.23
T1189081,67201.62
T1189082,44940.48
T1189083,52470.895
T1189084,37568.6
T1189085,44863.8
T1189086,38335.59
T1189087,39427.617
T1189088,43496.008
T1189089,38322.188
T1189090,37781.73
T1189091,42829.035
T1189092,37202.625
T1189093,39801.51
T1189094,28092.912
T1189095,69195.05
T1189096,49004.05
T1189097,41513.305
T1189098,28087.803
T1189099,33296.812
T1189100,51112.863
T1189101,33027.234
T1189102,43894.836
T1189103,39843.137
T1189104,86801.44
T1189105,51674.055
T1189106,36048.266
T1189107,46102.758
T1189108,43217.785
T1189109,50914.74
T1189110,53606.902
T1189111,38193.88
T1189112,37781.73
T1189113,21472.594
T1189114,29882.604
T1189115,38835.945
T1189116,54696.28
T1189117,27776.041
T1189118,37647.992
T1189119,29601.406
T1189120,45296.418
T1189121,20765.666
T1189122,66856.945
T1189123,37743.438
T1189124,40016.824
T1189125,43217.785
T1189126,33313.54
T1189127,49543.74
T1189128,67394.914
T1189129,37239.598
T1189130,37586.63
T1189131,71356.67
T1189132,33389.11
T1189133,26230.104
T1189134,53606.902
T1189135,49501.008
T1189136,42191.94
T1189137,27141.363
T1189138,45333.277
T1189139,33758.03
T1189140,56785.312
T1189141,47260.766
T1189142,71748.68
T1189143,30141.332
T1189144,44671.777
T1189145,32550.865
T1189146,24279.451
T1189147,47394.133
T1189148,46311.28
T1189149,52217.508
T1189150,40016.824
T1189151,40263.04
T1189152,46444.95
T1189153,61946.812
T1189154,67394.914
T1189155,47673.977
T1189156,53287.957
T1189157,39738.168
T1189158,54389.58
T1189159,31861.742
T1189160,30205.902
T1189161,42174.453
T1189162,40328.26
T1189163,20277.764
T1189164,44969.824
T1189165,42829.035
T1189166,27478.553
T1189167,44211.562
T1189168,48595.92
T1189169,33833.754
T1189170,38496.08
T1189171,30205.902
T1189172,84533.48
T1189173,57733.06
T1189174,24249.11
T1189175,54640.1
T1189176,43427.62
T1189177,37073.566
T1189178,30104.191
T1189179,38496.08
T1189180,38870.406
T1189181,31744.734
T1189182,53287.957
T1189183,40328.26
T1189184,30172.127
T1189185,28561.482
T1189186,45181.902
T1189187,45315.184
T1189188,38512.297
T1189189,53712.4
T1189190,47844.766
T1189191,81348.08
T1189192,65653.62
T1189193,45333.277
T1189194,37952.027
T1189195,50941.543
T1189196,35208.332
T1189197,45881.473
T1189198,44940.48
T1189199,41056.88
T1189200,29817.887
T1189201,49716.664
T1189202,39873.234
T1189203,34306.082
T1189204,58397.062
T1189205,49024.14
T1189206,39919.473
T1189207,37239.598
T1189208,42881.566
T1189209,66898.336
T1189210,45266.527
T1189211,46374.785
T1189212,66932.086
T1189213,29601.406
T1189214,47260.766
T1189215,69969.73
T1189216,43481.51
T1189217,53070.562
T1189218,44946.29
T1189219,38678.215
T1189220,51836.875
T1189221,45859.39
T1189222,26407.3
T1189223,56005.246
T1189224,43838.445
T1189225,26907.822
T1189226,54908.836
T1189227,18825.738
T1189228,46721.266
T1189229,23460.928
T1189230,78450.414
T1189231,49988.98
T1189232,32001.39
T1189233,42430.207
T1189234,56300.14
T1189235,27423.3
T1189236,69969.73
T1189237,42456.652
T1189238,31728.006
T1189239,37776.3
T1189240,50701.953
T1189241,43217.785
T1189242,51702.69
T1189243,27867.182
T1189244,22583.725
T1189245,49144.824
T1189246,37677.562
T1189247,21122.225
T1189248,44566.246
T1189249,71733.78
T1189250,57547.99
T1189251,21534.871
T1189252,46339.516
T1189253,55875.914
T1189254,45668.574
T1189255,53911.35
T1189256,25629.533
T1189257,29038.39
T1189258,60041.207
T1189259,38335.59
T1189260,43968.215
T1189261,46205.02
T1189262,46767.36
T1189263,50792.668
T1189264,43424.637
T1189265,21534.871
T1189266,94166.85
T1189267,59117.797
T1189268,31536.633
T1189269,37111.29
T1189270,45018.2
T1189271,40476.156
T1189272,34306.082
T1189273,54995.977
T1189274,37202.625
T1189275,65206.332
T1189276,60163.695
T1189277,52634.98
T1189278,40212.285
T1189279,32853.76
T1189280,45333.277
T1189281,21177.928
T1189282,41513.305
T1189283,28816.803
T1189284,57821.785
T1189285,28561.482
T1189286,45018.2
T1189287,40304.504
T1189288,106741.65
T1189289,73274.17
T1189290,28326.273
T1189291,51012.31
T1189292,51569.09
T1189293,46374.785
T1189294,30258.344
T1189295,21809.559
T1189296,56130.195
T1189297,45333.277
T1189298,57049.176
T1189299,43616.613
T1189300,46767.36
T1189301,27296.463
T1189302,38678.215
T1189303,41857.832
T1189304,37190.51
T1189305,19587.51
T1189306,44864.234
T1189307,31437.121
T1189308,35208.332
T1189309,63669.367
T1189310,31861.742
T1189311,60001.043
T1189312,22453.025
T1189313,63145.78
T1189314,61996.617
T1189315,106150.92
T1189316,18716.383
T1189317,47441.203
T1189318,73336.8
T1189319,46316.492
T1189320,44087.43
T1189321,73854.62
T1189322,28273.842
T1189323,30450.162
T1189324,46721.266
T1189325,25343.229
T1189326,44087.43
T1189327,34642.06
T1189328,43948.727
T1189329,53956.684
T1189330,50233.434
T1189331,34562.668
T1189332,46661.79
T1189333,33028.97
T1189334,38823.734
T1189335,47200.848
T1189336,37568.6
T1189337,34562.668
T1189338,27777.812
T1189339,28238.629
T1189340,37328.1
T1189341,49800.16
T1189342,65681.23
T1189343,29561.086
T1189344,38214.266
T1189345,45723.336
T1189346,33873.547
T1189347,40694.56
T1189348,45397.395
T1189349,74919.48
T1189350,33313.54
T1189351,49143.918
T1189352,44230.62
T1189353,44755.24
T1189354,28273.842
T1189355,56416.42
T1189356,57937.008
T1189357,38010.426
T1189358,52533.164
T1189359,100357.26
T1189360,71529.05
T1189361,54353.848
T1189362,26120.996
T1189363,61229.44
T1189364,28816.803
T1189365,44554.645
T1189366,38110.125
T1189367,37463.96
T1189368,44087.43
T1189369,30278.486
T1189370,37202.625
T1189371,24536.91
T1189372,43988.32
T1189373,47599.805
T1189374,30317.484
T1189375,51569.09
T1189376,54171.254
T1189377,46102.758
T1189378,68056.31
T1189379,34865.58
T1189380,49912.57
T1189381,46303.008
T1189382,54655.7
T1189383,44087.43
T1189384,70642.68
T1189385,47648.297
T1189386,37239.598
T1189387,46486.58
T1189388,68875.7
T1189389,49274.355
T1189390,46256.79
T1189391,30104.191
T1189392,30509.25
T1189393,30317.484
T1189394,48082.8
T1189395,39932.66
T1189396,45296.777
T1189397,53512.723
T1189398,33739.81
T1189399,49143.918
T1189400,74932.984
T1189401,66107.95
T1189402,20976.982
T1189403,33470.23
T1189404,39261.7
T1189405,41291.027
T1189406,25566.717
T1189407,27812.547
T1189408,26224.604
T1189409,46937.363
T1189410,31861.742
T1189411,64513.65
T1189412,59029.816
T1189413,67741.7
T1189414,34775.797
T1189415,28238.629
T1189416,54718.707
T1189417,48373.51
T1189418,28694.664
T1189419,47964.84
T1189420,44755.24
T1189421,37909.355
T1189422,25631.03
T1189423,37463.96
T1189424,32001.39
T1189425,32034.85
T1189426,30551.873
T1189427,45671.812
T1189428,53606.902
T1189429,48557.49
T1189430,41772.477
T1189431,45181.902
T1189432,50628.047
T1189433,54785.008
T1189434,68760.14
T1189435,39405.17
T1189436,46486.58
T1189437,43894.836
T1189438,20976.982
T1189439,94166.85
T1189440,59117.797
T1189441,21534.871
T1189442,32853.76
T1189443,51012.31
T1189444,41513.305
T1189445,30450.162
T1189446,37202.625
T1189447,32001.39
T1189448,73854.62
T1189449,36048.266
T1189450,44087.43
T1189451,46316.492
T1189452,33894.08
T1189453,73336.8
T1189454,51674.055
T1189455,27812.547
T1189456,33296.812
T1189457,51569.09
T1189458,47441.203
T1189459,86801.44
T1189460,38110.125
T1189461,18716.383
T1189462,57049.176
T1189463,49274.355
T1189464,45333.277
T1189465,56130.195
T1189466,39843.137
T1189467,33027.234
T1189468,40476.156
T1189469,51112.863
T1189470,33313.54
T1189471,21809.559
T1189472,21177.928
T1189473,28561.482
T1189474,50233.434
T1189475,49143.918
T1189476,28816.803
T1189477,57821.785
T1189478,25631.03
T1189479,45018.2
T1189480,106741.65
T1189481,28273.842
T1189482,30258.344
T1189483,40304.504
T1189484,35208.332
T1189485,33028.97
T1189486,45181.902
T1189487,50941.543
T1189488,52634.98
T1189489,52533.164
T1189490,73274.17
T1189491,41513.305
T1189492,25566.717
T1189493,28273.842
T1189494,37952.027
T1189495,41772.477
T1189496,37111.29
T1189497,46256.79
T1189498,28087.803
T1189499,45018.2
T1189500,28326.273
T1189501,49004.05
T1189502,34306.082
T1189503,64513.65
T1189504,54995.977
T1189505,31536.633
T1189506,28092.912
T1189507,37202.625
T1189508,65206.332
T1189509,60163.695
T1189510,65681.23
T1189511,37463.96
T1189512,69195.05
T1189513,40212.285
T1189514,44755.24
T1189515,38214.266
T1189516,45333.277
T1189517,47200.848
T1189518,46721.266
T1189519,19587.51
T1189520,37463.96
T1189521,53911.35
T1189522,25629.533
T1189523,29038.39
T1189524,50628.047
T1189525,32034.85
T1189526,60041.207
T1189527,38335.59
T1189528,49143.918
T1189529,78450.414
T1189530,43968.215
T1189531,49144.824
T1189532,23460.928
T1189533,46374.785
T1189534,53512.723
T1189535,45881.473
T1189536,71529.05
T1189537,44940.48
T1189538,41056.88
T1189539,29817.887
T1189540,49716.664
T1189541,57937.008
T1189542,39873.234
T1189543,44755.24
T1189544,58397.062
T1189545,34306.082
T1189546,39919.473
T1189547,49024.14
T1189548,45668.574
T1189549,53606.902
T1189550,55875.914
T1189551,46339.516
T1189552,42430.207
T1189553,32001.39
T1189554,68760.14
T1189555,56300.14
T1189556,28694.664
T1189557,27423.3
T1189558,69969.73
T1189559,42456.652
T1189560,31728.006
T1189561,37776.3
T1189562,28238.629
T1189563,50701.953
T1189564,43217.785
T1189565,33739.81
T1189566,41291.027
T1189567,22583.725
T1189568,37677.562
T1189569,48557.49
T1189570,46205.02
T1189571,21122.225
T1189572,51702.69
T1189573,30551.873
T1189574,44566.246
T1189575,31861.742
T1189576,71733.78
T1189577,57547.99
T1189578,34775.797
T1189579,21534.871
T1189580,27867.182
T1189581,25343.229
T1189582,37239.598
T1189583,42881.566
T1189584,46767.36
T1189585,68875.7
T1189586,27296.463
T1189587,38678.215
T1189588,37190.51
T1189589,41857.832
T1189590,54655.7
T1189591,46102.758
T1189592,44864.234
T1189593,31437.121
T1189594,46303.008
T1189595,35208.332
T1189596,63669.367
T1189597,31861.742
T1189598,46102.758
T1189599,60001.043
T1189600,22453.025
T1189601,63145.78
T1189602,30317.484
T1189603,61996.617
T1189604,106150.92
T1189605,43988.32
T1189606,53956.684
T1189607,44087.43
T1189608,43948.727
T1189609,34642.06
T1189610,44087.43
T1189611,30104.191
T1189612,43616.613
T1189613,43424.637
T1189614,50792.668
T1189615,74919.48
T1189616,45266.527
T1189617,38010.426
T1189618,66932.086
T1189619,18825.738
T1189620,29601.406
T1189621,45723.336
T1189622,69969.73
T1189623,47260.766
T1189624,53070.562
T1189625,43481.51
T1189626,38823.734
T1189627,44946.29
T1189628,66898.336
T1189629,37568.6
T1189630,51836.875
T1189631,45859.39
T1189632,34562.668
T1189633,26407.3
T1189634,26907.822
T1189635,56005.246
T1189636,43838.445
T1189637,61229.44
T1189638,54908.836
T1189639,46721.266
T1189640,46767.36
T1189641,38678.215
T1189642,48082.8
T1189643,28238.629
T1189644,43217.785
T1189645,46374.785
T1189646,37568.6
T1189647,33470.23
T1189648,37781.73
T1189649,42174.453
T1189650,49912.57
T1189651,45296.777
T1189652,49988.98
T1189653,56785.312
T1189654,47260.766
T1189655,84533.48
T1189656,44940.48
T1189657,37909.355
T1189658,33758.03
T1189659,39932.66
T1189660,52470.895
T1189661,33873.547
T1189662,28561.482
T1189663,47648.297
T1189664,74932.984
T1189665,27777.812
T1189666,38362.34
T1189667,71748.68
T1189668,45397.395
T1189669,24279.451
T1189670,54718.707
T1189671,21060.332
T1189672,39405.17
T1189673,34435.656
T1189674,32550.865
T1189675,30392.686
T1189676,46661.79
T1189677,40694.56
T1189678,54908.836
T1189679,44087.43
T1189680,48373.51
T1189681,44671.777
T1189682,40328.26
T1189683,54640.1
T1189684,24249.11
T1189685,37239.598
T1189686,31861.742
T1189687,47394.133
T1189688,37073.566
T1189689,38335.59
T1189690,26230.104
T1189691,33833.754
T1189692,70642.68
T1189693,49501.008
T1189694,56416.42
T1189695,44230.62
T1189696,44969.824
T1189697,71356.67
T1189698,57733.06
T1189699,44211.562
T1189700,42829.035
T1189701,37586.63
T1189702,67394.914
T1189703,68056.31
T1189704,33470.23
T1189705,27478.553
T1189706,53606.902
T1189707,20277.764
T1189708,30141.332
T1189709,33389.11
T1189710,30278.486
T1189711,45333.277
T1189712,30205.902
T1189713,34865.58
T1189714,39427.617
T1189715,27141.363
T1189716,43496.008
T1189717,38496.08
T1189718,48595.92
T1189719,44863.8
T1189720,38322.188
T1189721,29882.604
T1189722,47599.805
T1189723,37239.598
T1189724,42191.94
T1189725,33313.54
T1189726,54353.848
T1189727,74919.48
T1189728,30205.902
T1189729,54171.254
T1189730,43427.62
T1189731,49543.74
T1189732,43028.793
T1189733,53287.957
T1189734,29601.406
T1189735,38512.297
T1189736,54785.008
T1189737,52639.254
T1189738,49800.16
